"id1","id2","id3","id4","entno","s5d_33i","s5d_33ii","s5d_33iii","s5d_33iv","s5d_34i","s5d_34ii","s5d_34iii","s5d_34iv","s5d_35i","s5d_35ii","s5d_35iii","s5d_35iv","s5d_36i","s5d_36ii","s5d_36iii","s5d_36iv","s5d_37i","s5d_37ii","s5d_37iii","s5d_37iv","s5d_38i","s5d_38ii","headage","hhsize","urbrur","hhweight","hhno"
2,3,36,9,1,,,,,,,,,,,,,,,,,,,,,,,54,1,1,181.549270629883,102036009
2,3,36,12,1,"PLYWOOD",866,500,,,,,,,,,,,,,,,,,,,,44,1,1,181.549270629883,102036012
2,3,36,13,1,"CHARCOAL",257,16,,,,,,,,,,,,,,,,,,,,84,1,1,181.549270629883,102036013
2,2,37,1,1,,,,,,,,,,,,,,,,,,,,,,,25,3,2,1070.18518066406,102037001
2,2,37,2,1,,,,,,,,,,,,,,,,,,,,,,,40,3,2,1070.18518066406,102037002
2,2,37,5,1,"PINEAPPLE",12,200,,"TOMATOES",12,10,,,,,,,,,,,,,,,,40,4,2,1070.18518066406,102037005
2,2,37,6,1,,,,,,,,,,,,,,,,,,,,,,,23,1,2,1070.18518066406,102037006
2,2,37,10,1,,,,,,,,,,,,,,,,,,,,,,,75,3,2,1070.18518066406,102037010
2,2,37,21,1,"PINEAPPLE",12,4,,,,,,,,,,,,,,,,,,,,31,5,2,1070.18518066406,102037021
2,2,37,28,1,,,,,,,,,,,,,,,,,,,,,,,81,2,2,1070.18518066406,102037028
2,2,37,29,1,"HANDKERCHIEF",53,20,,"SPONGE",12,25,,,,,,,,,,,,,,,,39,1,2,1070.18518066406,102037029
2,2,37,31,1,,,,,,,,,,,,,,,,,,,,,,,60,1,2,1070.18518066406,102037031
2,2,37,35,1,,,,,,,,,,,,,,,,,,,,,,,62,2,2,1070.18518066406,102037035
2,31,38,14,1,,,,,,,,,,,,,,,,,,,,,,,26,3,2,1079.74035644531,102038014
2,31,38,18,1,,,,,,,,,,,,,,,,,,,,,,,84,7,2,1079.74035644531,102038018
2,31,38,19,1,,,,,,,,,,,,,,,,,,,,,,,55,7,2,1079.74035644531,102038019
2,31,38,31,1,,,,,,,,,,,,,,,,,,,,,,,43,6,2,1079.74035644531,102038031
2,31,38,33,1,,,,,,,,,,,,,,,,,,,,,,,26,4,2,1079.74035644531,102038033
2,31,38,59,1,"AKPETESHIE",19,12,,,,,,,,,,,,,,,,,,,,40,7,2,1079.74035644531,102038059
2,31,38,64,1,"BISCUIT",121,16,,"GARI",489,7,,"AKPETESHIE",19,14,,"SACHET WATER",1242,3,,"SALT",962,2,80,40,50,41,3,2,1079.74035644531,102038064
2,31,38,65,1,,,,,,,,,,,,,,,,,,,,,,,45,2,2,1079.74035644531,102038065
2,31,39,22,1,,,,,,,,,,,,,,,,,,,,,,,30,5,2,840.859741210938,102039022
2,31,39,23,1,,,,,,,,,,,,,,,,,,,,,,,70,1,2,840.859741210938,102039023
2,31,39,49,2,,,,,,,,,,,,,,,,,,,,,,,60,5,2,840.859741210938,102039049
2,31,39,49,1,,,,,,,,,,,,,,,,,,,,,,,60,5,2,840.859741210938,102039049
2,31,39,50,2,,,,,,,,,,,,,,,,,,,,,,,47,3,2,840.859741210938,102039050
2,31,39,50,1,,,,,,,,,,,,,,,,,,,,,,,47,3,2,840.859741210938,102039050
2,31,39,53,1,,,,,,,,,,,,,,,,,,,,,,,60,1,2,840.859741210938,102039053
2,31,39,66,1,,,,,,,,,,,,,,,,,,,,,,,37,1,2,840.859741210938,102039066
2,31,40,2,1,,,,,,,,,,,,,,,,,,,,,,,61,2,2,853.998229980469,102040002
2,31,40,14,1,,257,30,,,,,,,,,,,,,,,,,,,,56,7,2,853.998229980469,102040014
2,31,40,24,1,,489,20,,,,,,,323,85,,,,,,"TOMATOES",1228,1,20,8,,63,4,2,853.998229980469,102040024
2,31,40,33,1,,323,24,,,,,,,,,,,,,,,,,,,,76,2,2,853.998229980469,102040033
2,31,40,38,1,,,,,,,,,,,,,,,,,,,,,,,52,6,2,853.998229980469,102040038
2,31,40,39,1,,1088,1,50,,1298,,55,"MILO",1330,,70,,1240,,20,,1144,,80,8,,31,1,2,853.998229980469,102040039
2,31,40,44,1,,,,,,,,,,,,,,,,,,,,,,,57,1,2,853.998229980469,102040044
2,29,41,5,1,,,,,,,,,,,,,,,,,,,,,,,49,3,2,1764.15673828125,102041005
2,29,41,19,1,,,,,,,,,,,,,,,,,,,,,,,26,1,2,1764.15673828125,102041019
2,29,41,25,1,"THREAD",1251,,90,"SOAP",1037,10,,"KEROSENE",1256,5,10,,,,,,,,,,,70,1,2,1764.15673828125,102041025
2,29,41,32,1,,,,,,,,,,,,,,,,,,,,,,,36,1,2,1764.15673828125,102041032
2,29,41,60,1,,,,,,,,,,,,,,,,,,,,,,,45,6,2,1764.15673828125,102041060
2,29,41,63,1,,,,,,,,,,,,,,,,,,,,,,,52,1,2,1764.15673828125,102041063
2,29,41,71,1,,,,,,,,,,,,,,,,,,,,,,,45,3,2,1764.15673828125,102041071
2,29,41,77,1,,,,,,,,,,,,,,,,,,,,,,,27,3,2,1764.15673828125,102041077
2,29,41,80,1,,,,,,,,,,,,,,,,,,,,,,,57,5,2,1764.15673828125,102041080
2,29,42,14,1,,,,,,,,,,,,,,,,,,,,,,,36,6,1,1051.07470703125,102042014
2,29,42,20,1,,,,,,,,,,,,,,,,,,,,,,,40,4,1,1051.07470703125,102042020
2,29,42,23,1,"COOKING UTENSILS",315,100,,,,,,,,,,,,,,,,,,,,32,4,1,1051.07470703125,102042023
2,29,42,23,2,,,,,,,,,,,,,,,,,,,,,,,32,4,1,1051.07470703125,102042023
2,29,42,28,1,,,,,,,,,,,,,,,,,,,,,,,71,1,1,1051.07470703125,102042028
2,29,42,31,1,,,,,,,,,,,,,,,,,,,,,,,23,1,1,1051.07470703125,102042031
2,29,42,38,1,,,,,,,,,,,,,,,,,,,,,,,24,2,1,1051.07470703125,102042038
2,29,42,52,1,,,,,,,,,,,,,,,,,,,,,,,45,4,1,1051.07470703125,102042052
2,29,43,6,1,"CHARCOAL",257,6,0,,,,,,,,,,,,,,,,,,,70,1,2,971.772094726563,102043006
2,29,43,7,1,,,,,,,,,,,,,,,,,,,,,,,64,1,2,971.772094726563,102043007
2,29,43,28,1,,,,,,,,,,,,,,,,,,,,,,,92,1,2,971.772094726563,102043028
2,29,43,66,1,,,,,,,,,,,,,,,,,,,,,,,59,1,2,971.772094726563,102043066
2,29,43,79,1,"ENGINE OIL",1301,120,0,,,,,,,,,,,,,,,,,,,51,5,2,971.772094726563,102043079
2,29,43,89,1,,,,,,,,,,,,,,,,,,,,,,,95,1,2,971.772094726563,102043089
2,29,43,113,2,"GARI",489,90,0,"SUGAR",1088,,50,,,,,,,,,,,,,,,57,3,2,971.772094726563,102043113
2,29,43,113,1,"PALM KERNEL",797,1,0,,,,,,,,,,,,,,,,,,,57,3,2,971.772094726563,102043113
2,29,44,31,1,,,,,,,,,,,,,,,,,,,,,,,36,1,2,903.323608398438,102044031
2,29,44,31,2,,,,,,,,,,,,,,,,,,,,,,,36,1,2,903.323608398438,102044031
2,29,44,74,1,,,,,,,,,,,,,,,,,,,,,,,55,2,2,903.323608398438,102044074
2,29,44,79,2,,,,,,,,,,,,,,,,,,,,,,,29,3,2,903.323608398438,102044079
2,29,44,79,1,,,,,,,,,,,,,,,,,,,,,,,29,3,2,903.323608398438,102044079
2,29,44,92,1,,,,,,,,,,,,,,,,,,,,,,,55,1,2,903.323608398438,102044092
2,6,45,4,1,,,,,,,,,,,,,,,,,,,,,,,47,2,1,390.926025390625,102045004
2,6,45,13,1,,,,,,,,,,,,,,,,,,,,,,,36,7,1,390.926025390625,102045013
2,6,45,13,2,,,,,,,,,,,,,,,,,,,,,,,36,7,1,390.926025390625,102045013
2,6,45,26,1,,,,,,,,,,,,,,,,,,,,,,,30,4,1,390.926025390625,102045026
2,6,45,34,1,,,,,,,,,,,,,,,,,,,,,,,53,1,1,390.926025390625,102045034
2,6,45,47,1,,,,,,,,,,,,,,,,,,,,,,,40,2,1,390.926025390625,102045047
2,6,45,56,1,"GARI",489,20,,"GROUNDNUT",1240,50,,,,,,,,,,,,,,,,33,4,1,390.926025390625,102045056
2,6,45,59,1,,,,,,,,,,,,,,,,,,,,,,,42,1,1,390.926025390625,102045059
2,6,45,60,1,,,,,,,,,,,,,,,,,,,,,,,42,3,1,390.926025390625,102045060
2,6,45,87,2,,,,,,,,,,,,,,,,,,,,,,,60,2,1,390.926025390625,102045087
2,6,45,87,1,,,,,,,,,,,,,,,,,,,,,,,60,2,1,390.926025390625,102045087
2,6,45,91,1,,,,,,,,,,,,,,,,,,,,,,,60,1,1,390.926025390625,102045091
2,6,45,106,1,,,,,,,,,,,,,,,,,,,,,,,39,7,1,390.926025390625,102045106
2,27,46,35,1,,1138,50,,,315,25,,,1037,15,,,489,15,,,1244,45,,125,,35,2,2,1169.4716796875,102046035
2,27,46,36,1,,,,,,,,,,,,,,,,,,,,,,,30,3,2,1169.4716796875,102046036
2,27,46,54,1,"CASSAVA",1287,20,,"CASSAVA FLOUR",1325,30,,,,,,,,,,,,,,,,51,5,2,1169.4716796875,102046054
2,27,46,55,2,"TOMATOES",1228,5,,"GARDEN EGGS",1215,3,,"ONION",1227,7,50,"PEPPER",1230,18,,"MAGGI CUBES",1252,4,,2,,52,2,2,1169.4716796875,102046055
2,27,46,55,1,,,,,,,,,,,,,,,,,,,,,,,52,2,2,1169.4716796875,102046055
2,27,46,74,1,,,,,,,,,,,,,,,,,,,,,,,35,3,2,1169.4716796875,102046074
2,27,46,75,1,,,,,,,,,,,,,,,,,,,,,,,51,1,2,1169.4716796875,102046075
2,27,46,90,1,,,,,,,,,,,,,,,,,,,,,,,27,3,2,1169.4716796875,102046090
2,27,46,99,1,"FISH",435,,,,,,,,,,,,,,,,,,,,,35,5,2,1169.4716796875,102046099
2,27,46,99,2,"GARI",489,2,70,"SUGAR",1088,1,50,"GROUNDNUTS",1240,,10,,,,,,,,,,,35,5,2,1169.4716796875,102046099
2,27,46,115,1,,,,,,,,,,,,,,,,,,,,,,,51,2,2,1169.4716796875,102046115
2,27,46,115,2,"AKPETESHIE",19,2,50,,,,,,,,,,,,,,,,,,,51,2,2,1169.4716796875,102046115
2,25,47,5,2,,,,,,,,,,,,,,,,,,,,,,,42,5,2,438.978271484375,102047005
2,25,47,5,1,,,,,,,,,,,,,,,,,,,,,,,42,5,2,438.978271484375,102047005
2,25,47,8,1,,,,,,,,,,,,,,,,,,,,,,,44,1,2,438.978271484375,102047008
2,25,47,9,1,"SOAP",356,10,,"MILK",1260,4,,"SARDINES",1224,6,,"CHEWING GUM",263,2,,"ORIGINAL HACKS",1114,1,50,150,,37,5,2,438.978271484375,102047009
2,25,47,11,1,,,,,,,,,,,,,,,,,,,,,,,45,4,2,438.978271484375,102047011
2,25,47,47,1,,,,,,,,,,,,,,,,,,,,,,,35,5,2,438.978271484375,102047047
2,25,47,66,1,,,,,,,,,,,,,,,,,,,,,,,33,4,2,438.978271484375,102047066
2,25,47,92,1,,,,,,,,,,,,,,,,,,,,,,,38,5,2,438.978271484375,102047092
2,20,48,15,1,"BANANA",1261,5,0,,,,,,,,,,,,,,,,,,,22,3,2,918.717163085938,102048015
2,20,48,34,1,,,,,,,,,,,,,,,,,,,,,,,37,5,2,918.717163085938,102048034
2,20,48,37,1,,,,,,,,,,,,,,,,,,,,,,,62,4,2,918.717163085938,102048037
2,20,48,39,1,"BANANA",1261,,,"OIL PALM",1329,,,"DRIED PLANTAIN LEAVES",1226,10,0,,,,,,,,,,,58,6,2,918.717163085938,102048039
2,20,48,51,1,,,,,,,,,,,,,,,,,,,,,,,34,6,2,918.717163085938,102048051
2,20,48,54,2,,,,,,,,,,,,,,,,,,,,,,,57,3,2,918.717163085938,102048054
2,20,48,54,1,,,,,,,,,,,,,,,,,,,,,,,57,3,2,918.717163085938,102048054
2,20,48,58,1,,,,,,,,,,,,,,,,,,,,,,,49,7,2,918.717163085938,102048058
2,20,48,58,3,,,,,,,,,,,,,,,,,,,,,,,49,7,2,918.717163085938,102048058
2,20,48,58,2,,,,,,,,,,,,,,,,,,,,,,,49,7,2,918.717163085938,102048058
2,20,48,78,1,"GARI",489,5,0,"SUGAR",1088,5,0,"RICE",872,20,0,"TIN TOMATOES",1111,2,50,"BISCUITS",121,7,50,10,0,34,6,2,918.717163085938,102048078
2,20,48,98,1,,,,,,,,,,,,,,,,,,,,,,,71,3,2,918.717163085938,102048098
2,19,49,5,1,"COCONUT",1241,20,,"ORANGES",1257,,,,,,,,,,,,,,,,,42,8,2,763.637939453125,102049005
2,19,49,14,1,,,,,,,,,,,,,,,,,,,,,,,64,1,2,763.637939453125,102049014
2,19,49,19,1,,,,,,,,,,,,,,,,,,,,,,,48,3,2,763.637939453125,102049019
2,19,49,27,2,,,,,,,,,,,,,,,,,,,,,,,26,3,2,763.637939453125,102049027
2,19,49,27,1,,,,,,,,,,,,,,,,,,,,,,,26,3,2,763.637939453125,102049027
2,19,49,30,1,,,,,,,,,,,,,,,,,,,,,,,53,2,2,763.637939453125,102049030
2,19,49,58,1,"PLANTAIN",1226,,,"CASSAVA",1287,2,,"ORANGES",1257,3,,,,,,,,,,,,22,3,2,763.637939453125,102049058
2,19,49,65,1,,,,,,,,,,,,,,,,,,,,,,,34,3,2,763.637939453125,102049065
2,19,49,66,1,,,,,,,,,,,,,,,,,,,,,,,28,4,2,763.637939453125,102049066
2,19,49,66,3,,,,,,,,,,,,,,,,,,,,,,,28,4,2,763.637939453125,102049066
2,19,49,66,2,"OIL PALM",1329,3,,,,,,,,,,,,,,,,,,,,28,4,2,763.637939453125,102049066
2,19,49,75,1,,,,,,,,,,,,,,,,,,,,,,,69,1,2,763.637939453125,102049075
2,19,49,80,1,,,,,,,,,,,,,,,,,,,,,,,47,3,2,763.637939453125,102049080
2,19,49,110,1,"SUGAR",1088,,,"RICE",1244,,,"YEAST",1327,,,"GARI",489,,,"FOOTWEAR",460,,,,,55,2,2,763.637939453125,102049110
2,19,49,118,1,"COCONUT",1241,4,,,,,,,,,,,,,,,,,,,,28,4,2,763.637939453125,102049118
2,19,49,118,2,"ORANGES",1257,,,,,,,,,,,,,,,,,,,,,28,4,2,763.637939453125,102049118
2,7,50,1,1,,,,,,,,,,,,,,,,,,,,,,,33,3,1,549.792907714844,102050001
2,7,50,4,1,,,,,,,,,,,,,,,,,,,,,,,37,4,1,549.792907714844,102050004
2,7,50,11,1,,,,,,,,,,,,,,,,,,,,,,,32,3,1,549.792907714844,102050011
2,7,50,16,1,,,,,,,,,,,,,,,,,,,,,,,40,4,1,549.792907714844,102050016
2,7,50,25,1,"TOILET ROLL",11,7,50,"BATTERY",12,6,0,"TINNED FISH",12,7,0,"SLIPPERS",10,96,0,"POLYTHENE BAGS",87,3,0,100,0,35,4,1,549.792907714844,102050025
2,7,50,27,1,,,,,,,,,,,,,,,,,,,,,,,40,4,1,549.792907714844,102050027
2,5,51,1,1,,,,,,,,,,,,,,,,,,,,,,,22,1,2,1187.09619140625,102051001
2,5,51,2,1,,,,,,,,,,,,,,,,,,,,,,,52,1,2,1187.09619140625,102051002
2,5,51,3,1,"PURE WATER",,7,50,"ICE CREAM",571,,,,,,,,,,,,,,,,,25,3,2,1187.09619140625,102051003
2,5,51,9,1,,,,,,,,,,,,,,,,,,,,,,,29,2,2,1187.09619140625,102051009
2,5,51,13,1,,,,,,,,,,,,,,,,,,,,,,,20,1,2,1187.09619140625,102051013
2,5,51,14,1,,,,,,,,,,,,,,,,,,,,,,,39,4,2,1187.09619140625,102051014
2,5,51,15,1,,,,,,,,,,,,,,,,,,,,,,,27,1,2,1187.09619140625,102051015
2,5,51,20,2,,,,,,,,,,,,,,,,,,,,,,,42,3,2,1187.09619140625,102051020
2,5,51,20,1,"CLOTHS",289,140,,,,,,,,,,,,,,,,,,,,42,3,2,1187.09619140625,102051020
2,5,51,53,1,"SOAP",1037,200,,,,,,,,,,,,,,,,,,,,45,4,2,1187.09619140625,102051053
2,8,52,18,1,,,,,,,,,,,,,,,,,,,,,,,46,3,1,700.716491699219,102052018
2,8,52,28,1,,,,,,,,,,,,,,,,,,,,,,,52,2,1,700.716491699219,102052028
2,8,52,31,1,"TEXTILE MATERIA",,30,0,,,,,,,,,,,,,,,,,,,49,1,1,700.716491699219,102052031
2,8,52,38,2,,,,,,,,,,,,,,,,,,,,,,,34,5,1,700.716491699219,102052038
2,8,52,38,1,"SACHET WATER",,19,0,,,,,,,,,,,,,,,,,,,34,5,1,700.716491699219,102052038
2,8,52,41,1,,,,,,,,,,,,,,,,,,,,,,,67,2,1,700.716491699219,102052041
2,8,52,71,1,,,,,,,,,,,,,,,,,,,,,,,59,6,1,700.716491699219,102052071
2,8,52,74,1,,,,,,,,,,,,,,,,,,,,,,,30,1,1,700.716491699219,102052074
2,22,53,27,2,,,,,,,,,,,,,,,,,,,,,,,29,7,2,1019.00805664063,102053027
2,22,53,27,1,"GARI",489,8,,"CIGARETTE",278,14,,"RICE",1244,24,,"SOAP",1037,12,,"BISCUIT",121,38,,20,,29,7,2,1019.00805664063,102053027
2,22,53,59,1,,,,,,,,,,,,,,,,,,,,,,,39,3,2,1019.00805664063,102053059
2,9,54,2,1,,,,,,,,,,,,,,,,,,,,,,,36,4,1,1047.1083984375,102054002
2,9,54,4,1,"TOILET ROLL",1112,20,0,"SARDINES",1244,30,0,"SOAP",1037,50,0,"TINAPA (CANNED FISH)",1224,30,0,"BATTERIES",1253,25,0,40,0,33,4,1,1047.1083984375,102054004
2,9,54,19,1,,,,,,,,,,,,,,,,,,,,,,,55,1,1,1047.1083984375,102054019
2,9,54,20,1,,,,,,,,,,,,,,,,,,,,,,,22,2,1,1047.1083984375,102054020
2,9,54,32,1,,,,,,,,,,,,,,,,,,,,,,,49,3,1,1047.1083984375,102054032
2,9,54,41,1,,,,,,,,,,,,,,,,,,,,,,,48,1,1,1047.1083984375,102054041
2,9,54,58,1,,,,,,,,,,,,,,,,,,,,,,,58,3,1,1047.1083984375,102054058
2,9,54,61,1,,,,,,,,,,,,,,,,,,,,,,,58,3,1,1047.1083984375,102054061
2,9,55,7,2,"PLAY BOY",21,2,,"MADINGO",21,1,40,"HERB AFRIQUE",21,3,,"ALOMO",21,3,,"EGYA APPIAH",21,1,,6,,37,7,2,1363.33569335938,102055007
2,9,55,7,1,,,,,,,,,,,,,,,,,,,,,,,37,7,2,1363.33569335938,102055007
2,9,55,63,1,,,,,,,,,,,,,,,,,,,,,,,54,5,2,1363.33569335938,102055063
2,9,55,102,1,,,,,,,,,,,,,,,,,,,,,,,25,1,2,1363.33569335938,102055102
2,9,55,102,2,"MTN & TIGO CREDIT CARDS",1254,45,,"TIGO STARTER PACKS",1254,45,,,,,,,,,,,,,,,,25,1,2,1363.33569335938,102055102
2,9,55,109,1,"OKRO",1267,2,,"TOMATOES",1228,2,,"SALT",962,3,,"ONION",1227,10,,"PEPPER",1230,1,,1,,60,1,2,1363.33569335938,102055109
2,9,55,120,1,,,,,,,,,,,,,,,,,,,,,,,26,1,2,1363.33569335938,102055120
2,9,55,120,2,"GUINESS",21,70,,"STAR BEER",21,50,,"MALT",1043,8,,"COCA COLA",1043,10,,"GOLDEN SPARK",21,6,,30,,26,1,2,1363.33569335938,102055120
2,9,55,121,1,,,,,,,,,,,,,,,,,,,,,,,55,4,2,1363.33569335938,102055121
2,9,55,127,1,,,,,,,,,,,,,,,,,,,,,,,70,2,2,1363.33569335938,102055127
2,9,55,135,1,,,,,,,,,,,,,,,,,,,,,,,34,5,2,1363.33569335938,102055135
2,23,56,16,1,"CLOTHS",289,100,,,,,,,,,,,,,,,,,,,,54,1,2,457.111694335938,102056016
2,23,56,35,1,,,,,,,,,,,,,,,,,,,,,,,35,1,2,457.111694335938,102056035
2,23,56,43,1,,,,,,,,,,,,,,,,,,,,,,,34,1,2,457.111694335938,102056043
2,23,56,50,1,"BREAD",151,,,,,,,,,,,,,,,,,,,,,28,4,2,457.111694335938,102056050
2,23,56,51,1,,,,,,,,,,,,,,,,,,,,,,,47,2,2,457.111694335938,102056051
2,23,56,72,1,"GARI",489,30,,"SUGAR",1088,10,,,,,,,,,,,,,,,,76,7,2,457.111694335938,102056072
2,23,56,74,1,,,,,,,,,,,,,,,,,,,,,,,29,3,2,457.111694335938,102056074
2,23,57,11,1,,,,,,,,,,,,,,,,,,,,,,,30,3,2,1046.78466796875,102057011
2,23,57,163,1,,,,,,,,,,,,,,,,,,,,,,,44,4,2,1046.78466796875,102057163
2,28,58,1,2,,,,,,,,,,,,,,,,,,,,,,,31,5,2,753.659484863281,102058001
2,28,58,1,1,,,,,,,,,,,,,,,,,,,,,,,31,5,2,753.659484863281,102058001
2,28,58,11,1,"MAIZE/CORN",1273,180,,,,,,,,,,,,,,,,,,,,56,1,2,753.659484863281,102058011
2,28,58,37,1,,,,,,,,,,,,,,,,,,,,,,,31,4,2,753.659484863281,102058037
2,28,58,99,1,,,,,,,,,,,,,,,,,,,,,,,56,1,2,753.659484863281,102058099
2,28,58,122,1,,,,,,,,,,,,,,,,,,,,,,,29,3,2,753.659484863281,102058122
2,28,58,131,1,,,,,,,,,,,,,,,,,,,,,,,40,3,2,753.659484863281,102058131
2,29,60,10,1,"SUGAR",1088,6,,"SACHET WATER",1242,18,,"TOFFEES",1114,11,,"BISCUITS",121,7,,"SLIPPERS",1032,14,,13,50,27,4,2,359.809753417969,102060010
2,29,60,11,1,,,,,,,,,,,,,,,,,,,,,,,38,4,2,359.809753417969,102060011
2,29,60,18,1,,,,,,,,,,,,,,,,,,,,,,,55,3,2,359.809753417969,102060018
2,29,60,53,1,,,,,,,,,,,,,,,,,,,,,,,48,9,2,359.809753417969,102060053
2,29,60,80,1,,,,,,,,,,,,,,,,,,,,,,,61,1,2,359.809753417969,102060080
2,29,60,91,1,"ALHOLIC BEVERAGES",21,80,,"SOFT DRINKS",1043,45,,,,,,,,,,,,,,,,37,1,2,359.809753417969,102060091
3,1,61,20,1,"SECOND HAND CLOTHES",289,5,,,,,,,,,,,,,,,,,,,,41,5,1,252.419662475586,103061020
3,1,61,45,1,"BREAD",151,20,,,,,,,,,,,,,,,,,,,,43,3,1,252.419662475586,103061045
3,1,61,58,1,,,,,,,,,,,,,,,,,,,,,,,42,3,1,252.419662475586,103061058
3,1,61,64,1,"BOOKS",791,300,,"ARTICLES OF STATIONARIES",791,150,,"BLOTHING PADS",791,50,,"TEXT BOOKS",791,500,,"STORY BOOK",1081,300,,,,40,3,1,252.419662475586,103061064
3,1,61,122,1,"GARI",489,5,,"SUGAR",1088,5,,"SOAP",1037,15,,"BISCUITS",121,10,,"TOFFEES",1114,7,,5,,50,5,1,252.419662475586,103061122
3,1,61,131,1,"CAR BODIES",205,6800,,,,,,,,,,,,,,,,,,,,35,3,1,252.419662475586,103061131
3,1,62,22,1,,,,,,,,,,,,,,,,,,,,,,,51,4,1,868.032531738281,103062022
3,1,62,69,1,"SHOES",997,80,,,,,,,,,,,,,,,,,,,,30,1,1,868.032531738281,103062069
3,1,62,78,1,"MILK",1260,30,,"RICE",1244,25,,"SOAP",1298,45,,"SOFT DRINKS",1043,60,,"TIN TOMATOES",,12,,86,,58,1,1,868.032531738281,103062078
3,1,62,96,1,,,,,,,,,,,,,,,,,,,,,,,53,2,1,868.032531738281,103062096
3,1,62,144,1,,,,,,,,,,,,,,,,,,,,,,,34,5,1,868.032531738281,103062144
3,1,62,199,1,,,,,,,,,,,,,,,,,,,,,,,67,2,1,868.032531738281,103062199
3,1,62,235,1,"ORANGES",469,15,,"BANANA",469,10,,,,,,,,,,,,,,,,51,9,1,868.032531738281,103062235
3,1,63,89,1,"ONION",1227,20,,,,,,,,,,,,,,,,,,,,44,1,1,1101.97106933594,103063089
3,1,64,2,1,"TOFFEES",1114,10,,"GARI",489,3,80,"SOAPS",1037,15,,"MILK POWDER",1245,7,,,,,,,,48,1,1,426.143493652344,103064002
3,1,64,3,1,"SHIRTS",995,100,,"SANDALS",967,70,,"LADIES WEAR",639,100,,,,,,,,,,,,32,4,1,426.143493652344,103064003
3,1,64,9,1,"BEATS",101,200,,"PAINTS",1295,250,,"GRINDING MACHINE",97,300,,"LOCKS/FITTING",441,200,,"WELDING ELECTRODES",1182,300,,,,38,2,1,426.143493652344,103064009
3,1,64,33,1,,,,,,,,,,,,,,,,,,,,,,,51,3,1,426.143493652344,103064033
3,1,64,33,2,,,,,,,,,,,,,,,,,,,,,,,51,3,1,426.143493652344,103064033
3,1,64,53,1,,,,,,,,,,,,,,,,,,,,,,,23,1,1,426.143493652344,103064053
3,1,65,15,1,,,,,,,,,,,,,,,,,,,,,,,46,4,1,715.88623046875,103065015
3,1,65,17,1,,,,,,,,,,,,,,,,,,,,,,,50,1,1,715.88623046875,103065017
3,1,66,40,1,,,,,,,,,,,,,,,,,,,,,,,59,1,1,730.577819824219,103066040
3,1,66,47,1,"FRUITS",469,90,,,,,,,,,,,,,,,,,,,,42,2,1,730.577819824219,103066047
3,1,66,55,1,"PEPPER",1230,,,,,,,,,,,,,,,,,,,,,60,1,1,730.577819824219,103066055
3,1,66,79,1,,,,,,,,,,,,,,,,,,,,,,,25,1,1,730.577819824219,103066079
3,1,66,117,1,"SECOND HAND CLOTHES",289,20,,,,,,,,,,,,,,,,,,,,40,3,1,730.577819824219,103066117
3,1,66,149,1,,,,,,,,,,,,,,,,,,,,,,,30,2,1,730.577819824219,103066149
3,1,67,3,1,,,,,,,,,,,,,,,,,,,,,,,35,4,1,899.514587402344,103067003
3,1,67,29,1,,,,,,,,,,,,,,,,,,,,,,,39,4,1,899.514587402344,103067029
3,1,67,37,1,"UTENSILS",1324,1820,,"COSMETICS",1342,310,,,,,,,,,,,,,,,,38,4,1,899.514587402344,103067037
3,1,68,26,1,"TOM BROWN",1115,40,,"POLISH RICE",872,100,,"SUGAR",1088,30,,"PROVISION",1237,200,,"CONFECTIONERY",1245,100,,200,,60,2,1,533.527465820313,103068026
3,1,68,97,1,"VEGETABLE OIL",1248,30,,"PALM OIL",801,20,,"PALM KERNEL OIL",801,10,,"COCONUT OIL",298,15,,,,,,,,58,2,1,533.527465820313,103068097
3,1,69,19,1,"FISH",435,,,,,,,,,,,,,,,,,,,,,49,3,1,522.175842285156,103069019
3,1,69,19,2,,,,,,,,,,,,,,,,,,,,,,,49,3,1,522.175842285156,103069019
3,1,69,34,1,,,,,,,,,,,,,,,,,,,,,,,47,1,1,522.175842285156,103069034
3,1,69,42,1,,,,,,,,,,,,,,,,,,,,,,,38,1,1,522.175842285156,103069042
3,1,69,50,1,,,,,,,,,,,,,,,,,,,,,,,39,1,1,522.175842285156,103069050
3,1,70,3,1,,,,,,,,,,,,,,,,,,,,,,,41,2,1,583.938537597656,103070003
3,1,70,3,2,,,,,,,,,,,,,,,,,,,,,,,41,2,1,583.938537597656,103070003
3,1,70,15,1,"FIREWOOD",433,30,,,,,,,,,,,,,,,,,,,,66,2,1,583.938537597656,103070015
3,1,70,26,1,,,,,,,,,,,,,,,,,,,,,,,57,1,1,583.938537597656,103070026
3,1,72,5,1,"ORENGE",1257,30,,,,,,,,,,,,,,,,,,,,59,9,1,945.561645507813,103072005
3,1,72,12,1,,,,,,,,,,,,,,,,,,,,,,,28,3,1,945.561645507813,103072012
3,1,72,21,1,,,,,,,,,,,,,,,,,,,,,,,46,8,1,945.561645507813,103072021
3,1,72,22,1,"SUGAR",1088,30,,"TOM-BROWN",1115,50,,"MILK POWDER",1249,45,,"WHEAT",1186,30,,"COCOA POWDER",297,20,,50,,44,1,1,945.561645507813,103072022
3,1,72,30,1,,,,,,,,,,,,,,,,,,,,,,,45,4,1,945.561645507813,103072030
