"id1","id2","id3","id4","entno","s5a_31ii","s5a_32ii","s5a_4ii","s5a_5ii","s5a_6","s5a_7i","s5a_7ii","s5a_b","s5a_9i","s5a_9ii","s5a_10i","s5a_10ii","s5a_11","s5a_11i","s5a_11ii","s5a_11iii","s5a_11iv","s5a_11v","s5a_11vi","s5a_11vii","s5a_11viii","s5a_11ix","s5a_11x","s5a_11xi","s5a_11xii","s5a_12","s5a_13","s5a_14ii","s5a_15","s5a_16","s5a_17","s5a_18","s5a_19","s5a_20","s5a_20i","s5a_20ii","s5a_20iii","s5a_20iv","s5a_20v","s5a_20vi","s5a_20vii","s5a_20viii","s5a_20ix","s5a_20x","s5a_20xi","s5a_20xii","s5a_20ia","s5a_20iia","s5a_20iiia","s5a_20iva","s5a_20va","s5a_20via","s5a_20viia","s5a_20viiia","s5a_20ixa","s5a_20xa","s5a_21i","s5a_21ii","s5a_22i","s5a_22ii","s5a_23","s5a_23i","s5a_23ii","s5a_23iii","s5a_23iv","s5a_23v","s5a_23vi","s5a_23vii","s5a_23viii","s5a_23ix","s5a_23x","s5a_23xi","s5a_23xii","s5a_24i","s5a_24ii","s5a_25i","s5a_25ii","s5a_26i","s5a_26ii","s5a_27i","s5a_27ii","s5a_28i","s5a_28ii","s5a_29i","s5a_29ii","hhno"
9,154,328,7,1,1,,,1,"SALE OF GRAINS","TRADE",5121,,,,1,,"APRIL-DEC",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,,1,3,2,,2,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAALLLAA","H","H","H","A","A","A","A","L","L","L","A","A",1140,0,760,0,380,0,900,,600,,300,,109328007
6,95,184,93,1,1,,,1,"SELLING USED CLOTHES","RETAIL TRADE",5240,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HLHAAAHAAAAA","H","L","H","A","A","A","H","A","A","A","A","A",200,0,150,0,100,0,150,,120,,80,,106184093
5,11,166,1,1,2,,,2,"MANUFACTURE OF CORN DOUGH",,1531,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAHHHALLA","L","A","A","A","A","H","H","H","A","L","L","A",50,0,25,0,15,0,40,,19,,10,,105166001
7,155,269,53,1,2,,,2,"RETAIL OF LOCAL DRINK ""PITO"".","RETAIL",5211,,,,12,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHHHHHHHHH","H","H","H","H","H","H","H","H","H","H","H","H",80,0,0,0,0,0,20,,,,,,107269053
8,9,297,23,1,1,,,1,"SELLS MEAT",,5219,"SELLS, GOATS, CATTLE AND SHEEP",,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,12,1,2,"7",2,2,2,2,2,2,1,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"HLLAAHHHLAHH","H","L","L","A","A","H","H","H","L","A","H","H",4000,0,3600,0,2500,0,3000,0,2800,0,1500,0,108297023
2,29,41,71,1,2,,,2,"DRESSMAKING","MANUFACTURING",1810,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLLAAHHH","L","L","L","L","L","L","L","A","A","H","H","H",70,0,30,0,15,0,30,,10,,5,,102041071
4,49,124,25,1,1,,,1,"PETTY TRADING",,5252,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,124,0,0,0,,,94,0,,,104124025
6,16,235,149,1,1,,,1,"BUILDING","BUILDING OF COMPLETE CONSTRUCTION",4520,,,,25,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,50,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLHHHHH","A","A","A","A","L","L","L","H","H","H","H","H",1800,0,600,0,130,0,1500,,500,,100,,106235149
2,5,51,14,1,2,,,2,"SELLS HAUSA KOKO","TRADE",5252,,,,4,8,"1,2,3,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLNNNHHHHHH","L","L","L","N","N","N","H","H","H","H","H","H",300,0,0,0,120,0,210,,,,70,,102051014
5,67,152,45,1,1,,,1,"WEAVING","MAN. OF OTHER PROD. OF WOOD",2029,,,,4,,"1-5,8-12",1,1,1,1,1,,,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAALL  HHHHH","A","A","A","L","L",,,"H","H","H","H","H",320,0,120,0,60,0,131,20,49,20,17,20,105152045
9,157,315,15,1,3,,,3,"FOOD SELLING","SALES",5520,"0","0",,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,60,0,40,0,"LNNNHHHLAAAA","L","N","N","N","H","H","H","L","A","A","A","A",300,0,200,0,150,0,30,,20,,20,,109315015
5,71,148,60,2,6,,,,"TAILORING",,9302,,,,7,,"7,8",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HALLLLLLLHHH","H","A","L","L","L","L","L","L","L","H","H","H",100,0,50,0,30,0,,,,,,,105148060
2,5,51,20,1,1,,,1,"RETAIL OF CLOTHES",,5259,,,,2,,"3-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNLLAAAAAAHH","N","N","L","L","A","A","A","A","A","A","H","H",240,0,100,0,70,0,200,,80,,50,,102051020
2,27,46,99,2,2,,,2,"SELLS GARI,SUGAR,ETC","TRADE",5252,,,,,2,"2,3",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NAANNNNNNNNN","N","A","A","N","N","N","N","N","N","N","N","N",0,0,60,0,0,0,,,52,,,,102046099
1,2,5,4,1,1,,,1,"BREAD BAKING","BAKING INDUSTRY",1541,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHAALAHAAHA","A","A","H","A","A","L","A","H","A","A","H","A",150,0,130,0,120,0,120,,110,,70,,101005004
6,106,237,3,1,1,,,1,"SOAP TRADE","RETAIL TRADE",5259,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAAAALLAAHH","H","A","A","A","A","A","L","L","A","A","H","H",173,0,120,0,89,0,158,,98,,79,,106237003
6,16,236,6,1,1,,,1,"RETAIL SALES","FASHION",5252,,,,22,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAAAAAAAAH","H","H","A","A","A","A","A","A","A","A","A","H",1200,0,1000,0,800,0,1120,,940,,760,,106236006
8,135,310,34,1,2,,,2,"BREWING PITO","MANUFACTURING",1553,,,,16,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAALLLAAAH","H","H","A","A","A","L","L","L","A","A","A","H",108,0,96,0,71,0,96,,80,,52,,108310034
5,14,174,8,1,1,,,1,"SELLS SMOKED FISH","RETAIL SALE IN NON-SPECIALIZED STORES.",5211,,,,5,,"1-4, 10-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALLLAAAHHHHA","A","L","L","L","A","A","A","H","H","H","H","A",120,0,80,0,50,0,70,0,55,0,35,0,105174008
3,43,96,39,1,1,,,1,"SALE OF FIREWOOD","SALES",5239,,,,22,,"3-5, 9-11",1,1,1,1,1,,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNAAA NNAAAN","N","N","A","A","A",,"N","N","A","A","A","N",0,0,660,0,0,0,,,550,,,,103096039
8,148,298,29,1,2,,,2,"SALES OF SHEA BUTTER","RETAIL OF OIL",1514,,,,20,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAALLLAAA","H","H","H","A","A","A","L","L","L","A","A","A",40,0,18,0,16,0,30,,12,,10,,108298029
1,10,20,21,1,1,,,1,"SELLS BREAD AND WATER","RETAIL SALE VIA STALLS AND MARKET",5252,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLAAHH","A","A","A","A","A","L","L","L","A","A","H","H",450,0,300,0,240,0,350,,270,,180,,101020021
7,112,239,24,1,1,,,2,"SALE OF PLANTAIN",,5252,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAALLLAAAH","H","H","A","A","A","L","L","L","A","A","A","H",1060,0,795,0,530,0,800,,600,,400,,107239024
3,43,95,34,1,1,,,1,"PREPARATION OF PITO","MANUFACTURE OF BEVERAGES",1551,,,,21,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,360,0,0,0,,,250,,,,103095034
6,99,231,57,1,1,,,1,"SELLS YAM","TRADING",5220,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHLLLAAAAHHH","H","H","L","L","L","A","A","A","A","H","H","H",200,0,150,0,100,0,120,,100,,80,,106231057
3,40,90,7,1,1,,,1,"SELLS DRESSES AND SHOES AT MARKET","RETAIL TRADE",5240,,,,4,,"2-6",,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAANNNNNN",,"A","A","A","A","A","N","N","N","N","N","N",0,0,450,0,0,0,,,300,,,,103090007
7,112,246,20,1,1,,,1,"DRIVING","TRANSPORT",6022,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLAAAAAHHH","L","L","L","L","A","A","A","A","A","H","H","H",270,0,140,0,100,0,120,,90,,50,,107246020
1,1,8,19,1,1,,,1,"SALE OF FOOD","FOOD",5211,,,,16,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,16,4,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,700,,500,,"AAAAAAHHHAHA","A","A","A","A","A","A","H","H","H","A","H","A",1560,0,580,80,0,0,1300,,476,80,,,101008019
9,154,326,15,1,1,,,1,"SALE OF KENKEY","FOOD ENTERPRISE",5520,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAALLLLAAAH","H","H","A","A","L","L","L","L","A","A","A","H",25,0,20,0,16,0,17,,15,,12,,109326015
5,9,162,15,2,1,,,1,"WOOD PROCESSING","FORESTRY AND LOGGING ACTIVITIES",200,,,,7,,"1-3, 9-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAAALLLL","H","H","H","A","A","A","A","A","L","L","L","L",1500,0,1200,0,1000,0,1000,0,850,0,800,0,105162015
6,1,178,71,1,1,,3,,"FOOD VENDORING","CHOP BAR AND RESTAURANT",5520,,,,3,0,"1-12",1,1,1,1,1,1,,1,1,,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALLL AA HH","H","H","A","L","L","L",,"A","A",,"H","H",50,0,30,0,20,0,25,,20,,18,,106178071
2,29,43,6,1,1,,,1,"BUYS AND SELLS CHARCOAL","TRADE",5252,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAHHHHAALL","L","A","A","A","H","H","H","H","A","A","L","L",120,0,80,0,0,50,100,,70,,45,,102043006
3,41,88,11,1,1,1,,1,"SALE OF PROVISIONS","RETAIL TRADE",5219,,,,3,,"2-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLLLLLLL","L","L","L","L","L","L","L","L","L","L","L","L",0,0,0,0,200,0,,,,,160,,103088011
7,126,272,6,1,1,,,,"FISHING","FISHING",501,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,100,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAHHHHAAA","A","A","A","A","A","H","H","H","H","A","A","A",50,0,30,0,1,0,160,,80,,,,107272006
5,66,172,33,1,1,,,1,"CAPENTRY",,3611,,,,3,,"1,211,12",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"ALNNNNNNNNHH","A","L","N","N","N","N","N","N","N","N","H","H",200,0,80,0,50,0,60,0,15,0,10,0,105172033
1,8,16,145,1,1,,,1,"RETAIL OF ORANGES","RETAIL TRADE",5220,,,,3,,"1-6,12",1,1,1,1,1,1,,,,,,1,1,,,5,2,12,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAAA     H","H","H","A","A","A","A",,,,,,"H",60,0,30,0,0,0,50,,25,,,,101016145
5,7,156,49,1,1,,,1,"STRAIGHTING AND WELDING","SERVICE",2811,,,,,6,"1,9-12",1,,,,,,,,1,1,1,1,1,,,5,11,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"L       AAHA","L",,,,,,,,"A","A","H","A",15,0,10,0,5,0,13,,8,,5,,105156049
5,71,148,35,1,2,,,2,"BREWING AKPETESHIE",,1551,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,3,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAHHHLLLL","L","A","A","A","A","H","H","H","L","L","L","L",400,0,260,0,110,0,280,,140,,55,,105148035
5,82,140,2,1,1,,,1,"SELLING OF PROVISIONS",,5220,,,,,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,15,0,0,0,,,100,,,,105140002
5,15,176,3,1,2,,,2,"WHOLESALE OF PLANTAIN","WHOLE SALE TRADE",5190,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLHHHHAAAAAA","L","L","H","H","H","H","A","A","A","A","A","A",250,0,200,0,120,0,210,,180,,100,,105176003
9,157,315,5,1,1,,,,"BUYING, SELLING OF DRINKS",,5211,,,,,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"LLNHHHHNNAAA","L","L","N","H","H","H","H","N","N","A","A","A",100,0,20,0,10,0,300,,250,,200,,109315005
5,14,174,53,1,1,,,1,"SALE OF MAIZE","WHOLESALE OF AGRICULTURAL RAW MATERIALS",5121,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,4,3,2,"7",2,2,2,2,2,2,1,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"LLAHHHAALAHH","L","L","A","H","H","H","A","A","L","A","H","H",1700,0,500,0,100,0,1020,0,300,0,60,0,105174053
1,5,4,17,1,1,,,1,"RETAIL SALE OF FOOD ITEMS AND SOAP","RETAIL TRADE",5252,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLHHAAA","A","A","A","A","A","L","L","H","H","A","A","A",325,0,210,0,100,0,240,,160,,75,,101004017
6,1,179,128,1,2,,,2,"SELLING FUGU AND BANKU WITH SOUP","HOTELS & RESTAURANTS",5520,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAHAALAAAAA","A","A","A","H","A","A","L","A","A","A","A","A",60,0,50,0,40,0,,,,,,,106179128
8,149,306,31,1,2,,,2,"SALE OF FRIED YAM","FOOD INDUSTRY",5520,,,,40,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAALLLAAAHHH","A","A","A","L","L","L","A","A","A","H","H","H",100,0,80,0,55,0,60,,30,,20,,108306031
8,151,308,20,1,9,,,9,"PROCESSING OF KULIKULI","MANUFACTURING",1541,"FRYING OF KOSEE","FOOD",1541,7,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAHHLLL","A","A","A","A","A","A","A","H","H","L","L","L",450,0,400,0,180,0,340,,200,,120,,108308020
4,50,126,25,1,1,,,1,"PETTY TRADING",,5252,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"5",2,2,2,2,1,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAALLLLLAAAA","A","A","A","L","L","L","L","L","A","A","A","A",300,0,190,0,130,0,240,,150,,100,,104126025
4,60,111,53,1,1,2,,1,"SALE OF ALCOHOLIC & NON ALCOHOLIC BEVERAGES","RETAIL TRADE",5211,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,2,"5",2,2,2,2,1,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"LLLHAAAALLAH","L","L","L","H","A","A","A","A","L","L","A","H",150,0,65,0,40,0,40,,40,,28,,104111053
7,126,272,13,1,1,,,1,"FISHING","FISHING",501,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLHHHHLL","L","L","L","L","L","L","H","H","H","H","L","L",300,0,0,0,20,0,50,,,,,,107272013
7,114,248,32,1,2,,,2,"SELLING","RETAIL FOOD SALE",5220,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAALLLAALHH","H","A","A","A","L","L","L","A","A","L","H","H",150,0,120,0,90,0,100,,80,,50,,107248032
8,138,278,23,1,1,,,1,"SALE OF PURE WATER AMD MINERALS(DRINKS)",,5252,,,,1,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHAAALLLAH","H","H","H","H","A","A","A","L","L","L","A","H",150,0,150,0,100,0,20,,,,,,108278023
2,27,46,74,1,1,,,1,"FRYING & DRYING OF FISH","SALES",5520,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HALLLAAHHAAH","H","A","L","L","L","A","A","H","H","A","A","H",480,0,240,0,200,0,240,,160,,120,,102046074
7,132,262,22,1,2,,,2,"TAILORING","SERVICE",9301,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,,,5,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLNHHHHHHH","L","L","L","L","N","H","H","H","H","H","H","H",100,0,0,0,40,0,3,,,,2,,107262022
3,40,90,1,1,1,2,,1,"OPERATE SCHOOL","EDUCATION",8010,,,,4,,"ALL",1,1,1,1,1,1,1,,1,1,1,1,1,,,1,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAALHAA HAAL","H","A","A","L","H","A","A",,"H","A","A","L",800,0,500,0,350,0,600,,300,,250,,103090001
8,152,290,16,1,2,,,2,"BUYING AND SELLING OF CEREALS","TRADING",5252,,,,7,4,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAALAALAH","L","A","A","A","A","A","L","A","A","L","A","H",100,0,70,0,45,0,90,0,60,0,35,0,108290016
9,162,321,1,2,2,,2,2,"SALE OF GROUNDNUTS (COOKED)","PROCES",5259,"SALE OF AKPETESHIE","5520",,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"2,4",2,1,2,1,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,,"HHHHHHHHAAAL","H","H","H","H","H","H","H","H","A","A","A","L",68,0,42,0,21,0,42,,25,,12,,109321001
5,67,153,3,1,1,,,1,"SELLING FOOD","FOOD VENDOR",5220,,,,25,,"1-9",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNNNNN","N","N","N","N","N","N","N","N","N","N","N","N",380,0,300,0,260,0,270,,160,,120,,105153003
5,14,174,40,1,2,,,2,"RETAIL OF VEGETABLES AND FOOD STUFFS","RETAIL",5252,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAAAHHHLL","L","A","A","A","A","A","A","H","H","H","L","L",160,0,80,0,60,0,90,0,64,0,40,0,105174040
9,158,313,4,1,2,,,2,"SELLING DRINKS","RETAIL TRADE",5220,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,2,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLLHHHHH","L","L","L","L","L","L","L","H","H","H","H","H",60,0,30,0,25,0,45,0,20,0,18,0,109313004
5,12,170,12,1,1,2,,1,"MANUFACTURING OF GARI","MANUFACTURING OF OTHER FOOD PRODUCT",1549,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAALLLAAAA","H","H","H","A","A","L","L","L","A","A","A","A",200,0,180,0,150,0,170,0,150,0,120,0,105170012
1,1,8,22,1,2,,,2,"KENKEY MANUFACTURER","MANUFACTURING",5520,,,,14,,"JAN,MAY-DEC",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,16,4,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,500,,330,,"LLLAAHHHAALL","L","L","L","A","A","H","H","H","A","A","L","L",80,0,60,0,47,0,68,,55,,44,,101008022
2,23,56,35,1,1,,,1,"MANUFACTURES AKPETESHIE","MANUFACTURING",1551,,,,4,,"1,3,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,11,1,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,50,,,,"ANANNNNNNNAA","A","N","A","N","N","N","N","N","N","N","A","A",0,0,120,0,0,0,,,60,,,,102056035
6,88,238,14,1,2,,,2,"SELLING OF BANKU","RESTAURANTS, BAR & CANTEENS",5520,,,,18,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLHHHH","A","A","A","A","A","L","L","L","H","H","H","H",450,0,300,0,250,0,110,,80,,55,,106238014
6,16,234,1,1,1,,,1,"DRESSMAKING","SEMSTRESS",1810,,,,15,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HLLLAALLLHHH","H","L","L","L","A","A","L","L","L","H","H","H",50,0,25,0,10,0,30,,15,,5,,106234001
4,54,106,13,1,1,,,1,"SELLS SMOKED FISH","TRADING",5252,,,,10,,"6-12",,,,,,1,1,1,1,1,,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAHHL H",,,,,,"L","A","H","H","L",,"H",500,0,350,0,200,0,350,,200,,150,,104106013
