date,tsla
18/10/17,359.649994
19/10/17,351.809998
20/10/17,345.100006
23/10/17,337.019989
24/10/17,337.339996
25/10/17,325.839996
26/10/17,326.170013
27/10/17,320.869995
30/10/17,320.079987
31/10/17,331.529999
1/11/17,321.079987
2/11/17,299.26001
3/11/17,306.089996
6/11/17,302.779999
7/11/17,306.049988
8/11/17,304.390015
9/11/17,302.98999
10/11/17,302.98999
13/11/17,315.399994
14/11/17,308.700012
15/11/17,311.299988
16/11/17,312.5
17/11/17,315.049988
20/11/17,308.73999
21/11/17,317.809998
22/11/17,312.600006
24/11/17,315.549988
27/11/17,316.809998
28/11/17,317.549988
29/11/17,307.540009
30/11/17,308.850006
1/12/17,306.529999
4/12/17,305.200012
5/12/17,303.700012
6/12/17,313.26001
7/12/17,311.23999
8/12/17,315.130005
11/12/17,328.910004
12/12/17,341.029999
13/12/17,339.029999
14/12/17,337.890015
15/12/17,343.450012
18/12/17,338.869995
19/12/17,331.100006
20/12/17,328.980011
21/12/17,331.660004
22/12/17,325.200012
26/12/17,317.290009
27/12/17,311.640015
28/12/17,315.359985
29/12/17,311.350006
2/1/18,320.529999
3/1/18,317.25
4/1/18,314.619995
5/1/18,316.579987
8/1/18,336.410004
9/1/18,333.690002
10/1/18,334.799988
11/1/18,337.950012
12/1/18,336.220001
16/1/18,340.059998
17/1/18,347.160004
18/1/18,344.570007
19/1/18,350.019989
22/1/18,351.559998
23/1/18,352.790009
24/1/18,345.890015
25/1/18,337.640015
26/1/18,342.850006
29/1/18,349.529999
30/1/18,345.820007
31/1/18,354.309998
1/2/18,349.25
2/2/18,343.75
5/2/18,333.130005
6/2/18,333.970001
7/2/18,345
8/2/18,315.230011
9/2/18,310.420013
12/2/18,315.730011
13/2/18,323.660004
14/2/18,322.309998
15/2/18,334.070007
16/2/18,335.48999
20/2/18,334.769989
21/2/18,333.299988
22/2/18,346.170013
23/2/18,352.049988
26/2/18,357.420013
27/2/18,350.98999
28/2/18,343.059998
1/3/18,330.929993
2/3/18,335.119995
5/3/18,333.350006
6/3/18,328.200012
7/3/18,332.299988
8/3/18,329.100006
9/3/18,327.170013
12/3/18,345.51001
13/3/18,341.839996
14/3/18,326.630005
15/3/18,325.600006
16/3/18,321.350006
19/3/18,313.559998
20/3/18,310.549988
21/3/18,316.529999
22/3/18,309.100006
23/3/18,301.540009
26/3/18,304.179993
27/3/18,279.179993
28/3/18,257.779999
29/3/18,266.130005
2/4/18,252.479996
3/4/18,267.529999
4/4/18,286.940002
5/4/18,305.720001
6/4/18,299.299988
9/4/18,289.660004
10/4/18,304.700012
11/4/18,300.929993
12/4/18,294.079987
13/4/18,300.339996
16/4/18,291.209991
17/4/18,287.690002
18/4/18,293.350006
19/4/18,300.079987
20/4/18,290.23999
23/4/18,283.369995
24/4/18,283.459991
25/4/18,280.690002
26/4/18,285.480011
27/4/18,294.079987
30/4/18,293.899994
1/5/18,299.920013
2/5/18,301.149994
3/5/18,284.450012
4/5/18,294.089996
7/5/18,302.769989
8/5/18,301.970001
9/5/18,306.850006
10/5/18,305.019989
11/5/18,301.059998
14/5/18,291.970001
15/5/18,284.179993
16/5/18,286.480011
17/5/18,284.540009
18/5/18,276.820007
21/5/18,284.48999
22/5/18,275.01001
23/5/18,279.070007
24/5/18,277.850006
25/5/18,278.850006
29/5/18,283.76001
30/5/18,291.720001
31/5/18,284.730011
1/6/18,291.820007
4/6/18,296.73999
5/6/18,291.130005
6/6/18,319.5
7/6/18,316.089996
8/6/18,317.660004
11/6/18,332.100006
12/6/18,342.769989
13/6/18,344.779999
14/6/18,357.720001
15/6/18,358.170013
18/6/18,370.829987
19/6/18,352.549988
20/6/18,362.220001
21/6/18,347.51001
22/6/18,333.630005
25/6/18,333.01001
26/6/18,342
27/6/18,344.5
28/6/18,349.929993
29/6/18,342.950012
2/7/18,335.070007
3/7/18,310.859985
5/7/18,309.160004
6/7/18,308.899994
9/7/18,318.51001
10/7/18,322.470001
11/7/18,318.959991
12/7/18,316.709991
13/7/18,318.869995
16/7/18,310.100006
17/7/18,322.690002
18/7/18,323.850006
19/7/18,320.230011
20/7/18,313.579987
23/7/18,303.200012
24/7/18,297.429993
25/7/18,308.73999
26/7/18,306.649994
27/7/18,297.179993
30/7/18,290.170013
31/7/18,298.140015
1/8/18,300.839996
2/8/18,349.540009
3/8/18,348.170013
6/8/18,341.98999
7/8/18,379.570007
8/8/18,370.339996
9/8/18,352.450012
10/8/18,355.48999
13/8/18,356.410004
14/8/18,347.640015
15/8/18,338.690002
16/8/18,335.450012
17/8/18,305.5
20/8/18,308.440002
21/8/18,321.899994
22/8/18,321.640015
23/8/18,320.100006
24/8/18,322.820007
27/8/18,319.269989
28/8/18,311.859985
29/8/18,305.01001
30/8/18,303.149994
31/8/18,301.660004
4/9/18,288.950012
5/9/18,280.73999
6/9/18,280.950012
7/9/18,263.23999
10/9/18,285.5
11/9/18,279.440002
12/9/18,290.540009
13/9/18,289.459991
14/9/18,295.200012
17/9/18,294.839996
18/9/18,284.959991
19/9/18,299.019989
20/9/18,298.329987
21/9/18,299.100006
24/9/18,299.679993
25/9/18,300.98999
26/9/18,309.579987
27/9/18,307.519989
28/9/18,264.769989
1/10/18,310.700012
2/10/18,301.019989
3/10/18,294.799988
4/10/18,281.829987
5/10/18,261.950012
8/10/18,250.559998
9/10/18,262.799988
10/10/18,256.880005
11/10/18,252.229996
12/10/18,258.779999
15/10/18,259.589996
16/10/18,276.589996
17/10/18,271.779999
18/10/18,263.910004
19/10/18,260
22/10/18,260.950012
23/10/18,294.140015
24/10/18,288.5
25/10/18,314.859985
26/10/18,330.899994
29/10/18,334.850006
30/10/18,329.899994
31/10/18,337.320007
1/11/18,344.279999
2/11/18,346.410004
5/11/18,341.399994
6/11/18,341.059998
7/11/18,348.160004
8/11/18,351.399994
9/11/18,350.51001
12/11/18,331.279999
13/11/18,338.730011
14/11/18,344
15/11/18,348.440002
16/11/18,354.309998
19/11/18,353.470001
20/11/18,347.48999
21/11/18,338.190002
23/11/18,325.829987
26/11/18,346
27/11/18,343.920013
28/11/18,347.869995
29/11/18,341.170013
30/11/18,350.480011
3/12/18,358.48999
4/12/18,359.700012
6/12/18,363.059998
7/12/18,357.970001
10/12/18,365.149994
11/12/18,366.76001
12/12/18,366.600006
13/12/18,376.790009
14/12/18,365.709991
17/12/18,348.420013
18/12/18,337.029999
19/12/18,332.970001
20/12/18,315.380005
21/12/18,319.769989
24/12/18,295.390015
26/12/18,326.089996
27/12/18,316.130005
28/12/18,333.869995
31/12/18,332.799988
2/1/19,310.119995
3/1/19,300.359985
4/1/19,317.690002
7/1/19,334.959991
8/1/19,335.350006
9/1/19,338.529999
10/1/19,344.970001
11/1/19,347.26001
14/1/19,334.399994
15/1/19,344.429993
16/1/19,346.049988
17/1/19,347.309998
18/1/19,302.26001
22/1/19,298.920013
23/1/19,287.589996
24/1/19,291.51001
25/1/19,297.040009
28/1/19,296.380005
29/1/19,297.459991
30/1/19,308.769989
31/1/19,307.019989
1/2/19,312.209991
4/2/19,312.890015
5/2/19,321.350006
6/2/19,317.220001
7/2/19,307.51001
8/2/19,305.799988
11/2/19,312.839996
12/2/19,311.809998
13/2/19,308.170013
14/2/19,303.769989
15/2/19,307.880005
19/2/19,305.640015
20/2/19,302.559998
21/2/19,291.230011
22/2/19,294.709991
25/2/19,298.769989
26/2/19,297.859985
27/2/19,314.73999
28/2/19,319.880005
1/3/19,294.790009
4/3/19,285.359985
5/3/19,276.540009
6/3/19,276.23999
7/3/19,276.589996
8/3/19,284.140015
11/3/19,290.920013
12/3/19,283.359985
13/3/19,288.959991
14/3/19,289.959991
15/3/19,275.429993
18/3/19,269.48999
19/3/19,267.470001
20/3/19,273.600006
21/3/19,274.019989
22/3/19,264.529999
25/3/19,260.420013
26/3/19,267.769989
27/3/19,274.829987
28/3/19,278.619995
29/3/19,279.859985
1/4/19,289.179993
2/4/19,285.880005
3/4/19,291.809998
4/4/19,267.779999
5/4/19,274.959991
8/4/19,273.200012
9/4/19,272.309998
10/4/19,276.059998
11/4/19,268.420013
12/4/19,267.700012
15/4/19,266.380005
16/4/19,273.359985
17/4/19,271.230011
18/4/19,273.26001
22/4/19,262.75
23/4/19,263.899994
24/4/19,258.660004
25/4/19,247.630005
26/4/19,235.139999
29/4/19,241.470001
30/4/19,238.690002
1/5/19,234.009995
2/5/19,244.100006
3/5/19,255.029999
6/5/19,255.339996
7/5/19,247.059998
8/5/19,244.839996
9/5/19,241.979996
10/5/19,239.520004
13/5/19,227.009995
14/5/19,232.309998
15/5/19,231.949997
16/5/19,228.330002
